pr_number,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_build_runs,number_of_build_failures,number_of_reviews_requested,number_of_revisions,issue_comments_text,issue_text,review_comments,repo,comments,comment_author_number,issue_text_wordiness,issue_comments_text_length,issue_comments_text_wordiness,code_changes_ratio,label_count,Issue Lifetime,day_of_week,weekday,Author PRs Opened,Open PRs at Open Date,Issues Closed in Last 2 Weeks,Issues Opened in Last 2 Weeks
32737,1,0,1,3923,3,1,1,[],0.6825,0,0.6830555555555555,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr failed target branch feature href target view full report expected branch feature actual current pr diff menu menu compact png menu menu compact png menu menu compact png menu menu compact png menu menu compact png menu menu compact png menu menu compact css var png menu menu compact css var png menu extra style compact css var png menu extra style compact css var png added menu extra style compact png menu extra style compact png added menu extra style dark css var png menu extra style dark css var png added menu extra style dark png menu extra style dark png added menu extra style default css var png menu extra style default css var png added menu extra style default png menu extra style default png added check href target full report for details if you think the visual diff is acceptable please check visual diff is acceptable img width alt preview is ready src walkthrough this pull request involves merge from the master branch introducing several updates across multiple components including date picker dropdown menu and splitter styles it also updates dependencies in the package json file key changes include adjustments to dropdown alignment menu item styling and the removal of certain utility functions changes files summary dumi pages index components componentslist tsx modified property to accept an object with and attributes dumi theme slots header index tsx added to components date picker removed utility and related alignments components dropdown added tests for dropdown menu title content with extra components dropdown style index ts updated dropdown menu title content styling components menu added prop to menuitem and updated related styles and tests components splitter style index ts replaced and with and package json updated versions for and overview comment new and removed dependencies detected learn more about socket for github package new capabilities transitives size publisher npm rc mentions none href kb href href href npm rc menu href href kb href npm rc tabs none href kb href href href more npm typescript none href mb href removed packages npm cli progress npm cross env npm cross fetch npm dekko npm dumi plugin color chunk npm dumi npm eslint plugin compat npm eslint plugin jest npm eslint plugin jsx npm eslint plugin react hooks npm eslint plugin react refresh npm eslint npm fast glob npm fetch jsonp npm fs extra npm gh pages npm glob npm npm http server npm husky npm identity obj proxy npm immer npm is ci npm isomorphic fetch npm jest axe npm jest canvas mock npm jest environment jsdom npm jest environment node npm jest image snapshot npm jest puppeteer npm jest npm jquery npm jsdom npm jsonml to react element npm jsonml js npm lint staged npm lunar typescript npm lz string npm minimist npm mockdate npm node fetch npm node notifier npm nprogress npm open npm ora npm all npm pixelmatch npm pngjs npm prettier npm rc mentions npm rc menu npm rc tabs view full report size limit report path size kb kb open in stackblitz details summary more templates summary rsbuild normal farm normal vite normal umi normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on feature details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here deploying ant design with nbsp href alt cloudflare pages src width nbsp cloudflare pages table tr td strong latest commit strong td td code code td tr tr td strong status strong td td nbsp nbsp deploy successful td tr tr td strong preview url strong td td href td tr tr td strong branch preview url strong td td href td tr table view logs image diff,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english feature merge master chinese feature merge master,the removal of which used might affect the dropdown alignment behavior ensure that the new alignment strategy is tested across different placements and directions the removal of which used might affect the dropdown alignment behavior ensure that the new alignment strategy is tested across different placements and directions,11,1,1,0,74,74.0,1307.6666666666667,0,2,4,1,2,8,42,39
32741,1,2,1,261,19,2,1,[],0.6855555555555556,0,1.0461111111111112,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff table fixed columns dark png table fixed columns dark png table fixed columns dark png table fixed columns dark png table fixed columns dark png table fixed columns dark png table fixed columns dark css var png table fixed columns dark css var png table fixed columns default png table fixed columns default png table fixed columns default png table fixed columns default png table fixed columns default png table fixed columns default png table fixed columns default css var png table fixed columns default css var png table fixed gapped columns dark png table fixed gapped columns dark png table fixed gapped columns dark png table fixed gapped columns dark png table fixed gapped columns dark png table fixed gapped columns dark png table fixed gapped columns dark css var png table fixed gapped columns dark css var png table fixed gapped columns default png table fixed gapped columns default png table fixed gapped columns default png table fixed gapped columns default png table fixed gapped columns default png table fixed gapped columns default png table fixed gapped columns default css var png table fixed gapped columns default css var png check href target full report for details if you think the visual diff is acceptable please check visual diff is acceptable img width alt preview is ready src open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs inline style with nextjs generate css on demand details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is bug fix related issues fix background and solution input mode was not propagated to individual cells of input otp change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix input otp cannot accept prop chinese input otp,,11,1,1,0,79,79.0,13.736842105263158,0,4,2,1,0,3,41,44
32718,5,0,1,287,12,1,1,[],0.6613888888888889,0,23.522222222222222,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow img width alt preview is ready src visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width components index ts open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height,antd es upload chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english export draggerprops chinese,exporting directly from the entry point simplifies the import process for users making it more convenient to use this common type,11,1,1,0,406,406.0,23.916666666666668,0,1,4,1,1,9,40,40
32733,2,0,1,4,1,1,1,[],0.1825,0,0.8102777777777778,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr passed target branch feature href target view full report congrats no visual regression diff found img src width img width alt preview is ready src walkthrough this pull request introduces new feature to the color picker component by adding api this api allows users to disable the selection of color formats enhancing the component flexibility and usability changes files summary components color picker colorpicker tsx components color picker colorpickerpanel tsx components color picker components colorinput tsx components color picker context ts components color picker interface ts added prop to disable color format selection components color picker index test tsx added tests to verify the functionality of components color picker index en us md components color picker index zh cn md updated documentation to include api details open in stackblitz details summary more templates summary farm normal umi normal rsbuild normal vite normal with nextjs app router inline style vite practice with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on feature details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height there are accessibility issues in these changes there are accessibility issues in these changes,feature master pull request english template bug typescript issue fix color picker api api gif img width alt image src img width alt image src fix color picker added disable selection of color format api fix color picker api,looks like this element is missing an accessible name or label that makes it hard for people using screen readers or voice control to use the control ensure that the prop is properly documented and validated to avoid potential misuse or confusion,11,1,1,54,92,92.0,4.0,0,2,4,1,0,8,39,40
32719,4,2,3,65,1,2,1,[],0.6641666666666667,0,19.481666666666666,0,0,0,0,3,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow img width alt preview is ready src visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff tree customized icon compact png tree customized icon compact png tree customized icon compact css var png tree customized icon compact css var png tree customized icon dark png tree customized icon dark png tree customized icon dark css var png tree customized icon dark css var png tree customized icon default png tree customized icon default png tree customized icon default css var png tree customized icon default css var png tree directory compact png tree directory compact png tree directory compact css var png tree directory compact css var png tree directory dark png tree directory dark png tree directory dark css var png tree directory dark css var png tree directory default png tree directory default png tree directory default css var png tree directory default css var png tree drag debug compact png tree drag debug compact png tree drag debug compact css var png tree drag debug compact css var png tree drag debug dark png tree drag debug dark png tree drag debug dark css var png tree drag debug dark css var png tree drag debug default png tree drag debug default png tree drag debug default css var png tree drag debug default css var png tree draggable compact png tree draggable compact png tree draggable compact css var png tree draggable compact css var png check href target full report for details if you think the visual diff is acceptable please check visual diff is acceptable walkthrough this pull request updates the alert component example on the website to disable its default closable behavior this change ensures consistency across the website examples by preventing the alert from being closed by default changes file summary dumi pages index components componentslist tsx modified the property of the alert component to to disable its default closable behavior open in stackblitz details summary more templates summary farm normal umi normal rsbuild normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution alert closable image image the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english disable the closable behavior of the alert example on the website chinese alert closable,the change to the property effectively disables the default closable behavior of the alert component in the example this aligns with the pr intention to maintain consistency across the website examples no functional issues detected,11,1,1,2,176,176.0,65.0,0,4,2,1,1,12,37,48
32721,6,0,3,10,2,1,1,['CQ1'],0.5066666666666667,0,13.265,0,0,0,0,3,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow img width alt preview is ready src visual regression report for pr passed target branch feature href target view full report congrats no visual regression diff found img src width walkthrough this pull request introduces new feature to the component allowing it to support option this enhancement provides flexibility in form layout by enabling the omission of labels when necessary changes files summary components form formiteminput tsx added prop to adjusted offset when is null and context provides and components form demo basic tsx updated demo to showcase usage of in for remember me checkbox and submit button size limit report path size kb kb open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href deploying ant design with nbsp href alt cloudflare pages src width nbsp cloudflare pages table tr td strong latest commit strong td td code code td tr tr td strong status strong td td nbsp nbsp deploy successful td tr tr td strong preview url strong td td href td tr tr td strong branch preview url strong td td href td tr table view logs codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on feature details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here pr pr,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example fix background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english form item support hidden label chinese form item label,ensure that is defined before using it to avoid potential runtime errors consider providing default value or handling undefined cases set matchsnapshot classname form item context mergedwrappercol mergedwrappercol grid grid mergedwrappercol offset hardcode formcol offset span tohaveclassname offset,11,1,1,0,4382,4382.0,5.0,0,3,3,1,6,12,38,39
32722,1,0,1,24,2,0,0,[],0.7247222222222223,0,2.6469444444444443,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff tree customized icon compact png tree customized icon compact png tree customized icon compact css var png tree customized icon compact css var png tree customized icon dark png tree customized icon dark png tree customized icon dark css var png tree customized icon dark css var png tree customized icon default png tree customized icon default png tree customized icon default css var png tree customized icon default css var png tree directory compact png tree directory compact png tree directory compact css var png tree directory compact css var png tree directory dark png tree directory dark png tree directory dark css var png tree directory dark css var png tree directory default png tree directory default png tree directory default css var png tree directory default css var png tree drag debug compact png tree drag debug compact png tree drag debug compact css var png tree drag debug compact css var png tree drag debug dark png tree drag debug dark png tree drag debug dark css var png tree drag debug dark css var png tree drag debug default png tree drag debug default png tree drag debug default css var png tree drag debug default css var png tree draggable compact png tree draggable compact png tree draggable compact css var png tree draggable compact css var png check href target full report for details if you think the visual diff is acceptable please check visual diff is acceptable img width alt preview is ready src walkthrough this pull request addresses minor issue in the documentation where the of the active tab indicator was higher than the by adding to the it ensures that the popover displays above the active tab indicator improving the visual hierarchy changes file summary dumi theme slots header index tsx added to to ensure it displays above the active tab indicator please fill changelog in pr content read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference pr changelog created by actions cool pr check fill do not remove open in stackblitz details summary more templates summary farm normal umi normal rsbuild normal vite normal with nextjs app router inline style vite practice with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues background and solution found minor issue where the active tab indicator is higher than the adding to the ensures it displays above the active tab indicator before image after image change log language changelog english chinese,the addition of to is straightforward fix to ensure it displays above the active tab indicator this change should resolve the visual overlap issue without introducing any functional problems,11,1,1,2,98,98.0,12.0,0,4,3,1,2,15,35,50
32675,5,30,1,1977,22,3,2,[],0.6616666666666666,0,49.41388888888889,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width img width alt preview is ready src open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here thank you for the reivew and the suggestion is there any thing else that can add to this pr to get it merge ready thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix related issues closes background and solution tooltips popovers were non functional when used inside if an item was disabled via remove from the style of disabled items and adjust hover styles accordingly change log allows usage of tooltips popovers inside of for disabled items language changelog english fixes inability to use tooltip popover inside when dealing with disabled dates chinese tooltip popover,arguably could change to,11,1,1,7,588,588.0,89.86363636363636,0,3,3,1,0,7,43,45
32714,1,1,1,24,2,1,1,[],0.6725,0,17.135277777777777,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow img width alt preview is ready src visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width walkthrough this pull request focuses on refactoring the datepicker component by removing redundant code related to dropdown alignment the changes simplify the codebase by eliminating unnecessary imports and function calls specifically and its associated logic changes files summary components date picker generatepicker generaterangepicker tsx components date picker generatepicker generatesinglepicker tsx removed the import and its usage simplifying the component logic components date picker index tsx removed the import and the function which handled dropdown alignment logic streamlining the component internal panel generation open in stackblitz details summary more templates summary farm normal umi normal rsbuild normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests please upload report for base learn more about missing base report report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here size limit report path size kb kb thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues close describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,the removal of and appears to be safe refactor as long as the prop alone suffices for alignment purposes ensure that this does not affect any specific alignment requirements that were previously handled by the removal of and should be verified to ensure that the prop alone is adequate for dropdown alignment check if any specific alignment adjustments were necessary that are no longer handled the function and its logic for handling have been removed confirm that the prop alone is sufficient for all alignment needs and that no specific overflow adjustments are required,11,1,1,2,14,14.0,12.0,0,3,2,1,0,13,34,38
32720,3,0,1,2,1,0,0,['CQ1'],0.49944444444444447,0,7.539166666666667,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff menu menu compact png menu menu compact png menu menu compact png menu menu compact png menu menu compact png menu menu compact png menu menu compact css var png menu menu compact css var png menu extra style compact css var png menu extra style compact css var png added menu extra style compact png menu extra style compact png added menu extra style dark css var png menu extra style dark css var png added menu extra style dark png menu extra style dark png added menu extra style default css var png menu extra style default css var png added menu extra style default png menu extra style default png added check href target full report for details if you think the visual diff is acceptable please check visual diff is acceptable img width alt preview is ready src walkthrough this pull request addresses bug fix related to the dropdown menu title content style in the ant design library the issue was caused by the property introduced in version which changed the to affecting the element width and causing style break the fix involves adjusting the css to ensure proper layout changes files changed summary components dropdown index test tsx added test to check for the presence of components dropdown style index ts modified css to include with display components menu menuitem tsx updated component to handle prop and adjust class names accordingly components menu index test tsx added test to verify presence components menu style index ts adjusted css for with display package json updated dependency version from to overview comment new and removed dependencies detected learn more about socket for github package new capabilities transitives size publisher npm types adm zip none href kb href npm types ali oss none href kb href npm types cli progress none href kb href npm types gtag js none href kb href npm types http server none href kb href npm types isomorphic fetch none href kb href npm types jest axe none href kb href npm types jest environment puppeteer none href kb href npm types jest image snapshot none href kb href npm types jest none href kb href npm types jquery none href mb href npm types jsdom none href kb href npm types lodash none href kb href npm types minimist none href kb href npm types nprogress none href kb href npm types pixelmatch none href kb href npm types pngjs none href kb href npm types prismjs none href kb href npm types progress none href kb href npm types qs none href kb href npm types react copy to clipboard none href kb href npm types react dom none href npm types react highlight words none href kb href npm types react resizable none href kb href npm types react none href kb href npm types semver none href kb href npm types spinnies none href kb href npm types tar none href kb href npm types throttle debounce none href kb href npm types warning none href kb href npm adm zip href href kb href npm ali oss href href mb href npm antd img crop none href kb href npm antd style href href kb href npm antd token previewer none href mb href npm axios href href mb href npm chalk none href kb href npm cheerio none href mb href npm circular dependency plugin none href kb href npm cli progress none href kb href npm cross env href href kb href npm cross fetch href href kb href npm dekko href href kb href npm dotenv href href href kb href npm dumi plugin color chunk none href kb href npm dumi href href href href mb href npm eslint plugin compat href href kb href npm eslint plugin jest href href kb href npm eslint plugin jsx none href kb href href href more npm eslint plugin react hooks none href npm eslint plugin react refresh none href kb href npm eslint href href mb href npm fast glob href href kb href npm fetch jsonp none href kb href npm fs extra none href kb href npm gh pages href href href kb href npm glob none href kb href npm href href mb href npm http server href href href href kb href npm husky href href href href kb href npm identity obj proxy none href kb href npm immer href href kb href npm is ci none href kb href npm isomorphic fetch transitive href href kb href npm jest axe none href kb href npm jest canvas mock none href kb href npm jest environment jsdom none href kb href npm jest environment node href href kb href npm jest image snapshot href href href href kb href npm jest puppeteer none href kb href npm jest none href kb href npm jquery none href mb href npm jsdom none href mb href href href more npm jsonml to react element none href kb href npm jsonml js none href kb href npm lint staged none href kb href npm lunar typescript none href mb href npm lz string none href kb href npm minimist none href kb href npm mockdate none href kb href npm node fetch href href kb href npm node notifier href href href href href mb href npm nprogress none href kb href npm open href href kb href npm ora none href kb href npm all none href kb href npm pixelmatch none href kb href npm pngjs none href kb href npm prettier href href href href mb href npm pretty format none href kb href npm prismjs none href mb href npm puppeteer href href kb href npm qs none href kb href npm rc footer none href kb href npm rc mentions none href kb href href href npm rc menu href href kb href npm rc tabs none href kb href href href more npm rc tween one none href kb href npm rc virtual list href href kb href npm react copy to clipboard none href kb href npm react countup none href kb href npm react draggable none href kb href npm react fast marquee none href kb href npm react highlight words href href mb href npm react infinite scroll component none href kb href npm react intersection observer none href kb href npm react resizable none href kb href npm react router dom none href kb href href href npm react sticky box none href kb href npm regenerator runtime none href kb href npm rehype stringify none href kb href npm remark cli none href kb href npm remark none href kb href removed packages npm rc mentions npm rc menu npm rc tabs npm typescript view full report codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here open in stackblitz details summary more templates summary farm normal vite normal rsbuild normal umi normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href zombiej,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix fix fix background and solution change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix css break caused by menu title content flex layout br fixed an issue where the color of theme dark was not obvious chinese menu title content flex css break br theme dark,ensure that the prop is handled correctly if is falsy value other than it should not add the class consider using to check for null or undefined values demo image diff extra dom layout,11,1,1,0,2196,2196.0,2.0,0,4,2,1,16,10,35,47
32717,1,0,1,6,3,1,1,[],0.6697222222222222,0,1.805,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff time picker range picker compact png time picker range picker compact png time picker range picker compact png time picker range picker compact png time picker range picker compact png time picker range picker compact png time picker range picker compact css var png time picker range picker compact css var png time picker range picker dark png time picker range picker dark png time picker range picker dark png time picker range picker dark png time picker range picker dark png time picker range picker dark png time picker range picker dark css var png time picker range picker dark css var png time picker range picker default png time picker range picker default png time picker range picker default png time picker range picker default png time picker range picker default png time picker range picker default png time picker range picker default css var png time picker range picker default css var png check href target full report for details if you think the visual diff is acceptable please check visual diff is acceptable img width alt preview is ready src walkthrough this pull request improves the demo for the timepicker component by adding default value for the rangepicker case it demonstrates how to use the prop with specific start and end times changes file summary added demo for timepicker rangepicker with default start and end times using the prop and for time formatting open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal with nextjs app router inline style vite practice with nextjs extract style with nextjs generate css on demand with nextjs inline style details href ci codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is demo improvement related issues close background and solution add demo usage of defaultvalue change log language changelog english add defaultvalue prop to timepicker rangerpicker demo chinese defaultvalue timepicker rangepicker,ensure that the prop is correctly set with valid objects to prevent any runtime errors the current implementation appears correct but it important to validate the input format in actual usage scenarios,11,1,1,0,14,14.0,2.0,0,4,1,1,5,6,33,47
32713,3,0,2,54,3,1,1,[],0.07333333333333333,0,0.9025,0,0,0,0,2,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width img width alt preview is ready src walkthrough this pull request focuses on optimizing attribute descriptions in the documentation specifically it updates the descriptions for certain table component attributes to provide clearer guidance on their usage changes file summary components table index zh cn md updated descriptions for and attributes to clarify their behavior and usage open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,the updated description for now clarifies that it will not be effective if the field is present which is useful clarification for users the description for has been improved to specify that it controls the display of the expand icon enhancing clarity,11,1,2,28,71,35.5,18.0,0,3,3,1,1,14,32,49
